Kids_First_Participant_ID	sample_id	cohort	Kids_First_Biospecimen_ID_DNA	Kids_First_Biospecimen_ID_RNA	Kids_First_Biospecimen_ID_Methyl	molecular_subtype	molecular_subtype_methyl	match_id
PATCFL	01	TARGET	TARGET-30-PATCFL-01A-01D	BS_N05R3CT2	TARGET-30-PATCFL-01A-01D.M	NBL, MYCN non-amplified	NA	PATCFL_01_Solid Tissue_Primary Tumor
PATCFL	01	TARGET	TARGET-30-PATCFL-01A-01D	TARGET-30-PATCFL-01A-01R	TARGET-30-PATCFL-01A-01D.M	NBL, MYCN non-amplified	NA	PATCFL_01_Solid Tissue_Primary Tumor
PATCFL	01	GMKF	BS_D3N3FG7Y	NA	TARGET-30-PATCFL-01A-01D.M	NBL, MYCN non-amplified	NA	PATCFL_01_Solid Tissue_Primary Tumor
PATCJF	01	TARGET	TARGET-30-PATCJF-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATCJF_01_Solid Tissue_Primary Tumor
PATCJP	09	TARGET	TARGET-30-PATCJP-09A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATCJP_09_Bone Marrow_Primary Tumor
PATCKU	01	TARGET	TARGET-30-PATCKU-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATCKU_01_Solid Tissue_Primary Tumor
PATCMD	01	GMKF	NA	BS_MYNJDVWV	NA	NBL, MYCN non-amplified	NA	PATCMD_01_Solid Tissue_Primary Tumor
PATCVK	01	GMKF	BS_F92J3KBA	BS_JWXQFZY9	NA	NBL, MYCN non-amplified	NA	PATCVK_01_Solid Tissue_Primary Tumor
PATDBR	01	TARGET	TARGET-30-PATDBR-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATDBR_01_Solid Tissue_Primary Tumor
PATDCJ	01	GMKF	BS_DZ998H9P	BS_BBD7XS5N	NA	NBL, MYCN non-amplified	NA	PATDCJ_01_Solid Tissue_Primary Tumor
PATDCJ	01	TARGET	TARGET-30-PATDCJ-01A-01D	BS_BBD7XS5N	NA	NBL, MYCN non-amplified	NA	PATDCJ_01_Solid Tissue_Primary Tumor
PATDFU	01	TARGET	TARGET-30-PATDFU-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATDFU_01_Solid Tissue_Primary Tumor
PATDKL	01	GMKF	BS_TWN989ZD	BS_YF5NCTGA	NA	NBL, MYCN non-amplified	NA	PATDKL_01_Solid Tissue_Primary Tumor
PATDSY	01	TARGET	TARGET-30-PATDSY-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATDSY_01_Solid Tissue_Primary Tumor
PATDVF	01	TARGET	TARGET-30-PATDVF-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATDVF_01_Solid Tissue_Primary Tumor
PATDWN	01	TARGET	TARGET-30-PATDWN-01A-01D	TARGET-30-PATDWN-01A-01R	TARGET-30-PATDWN-01A-01D.M	NBL, MYCN amplified	NA	PATDWN_01_Solid Tissue_Primary Tumor
PATDWR	01	GMKF	BS_XWKDJ2M6	BS_4A1CKAXN	NA	NBL, MYCN non-amplified	NA	PATDWR_01_Solid Tissue_Primary Tumor
PATDXC	01	TARGET	TARGET-30-PATDXC-01A-01D	TARGET-30-PATDXC-01A-01R	TARGET-30-PATDXC-01A-01D.M	NBL, MYCN non-amplified	NA	PATDXC_01_Solid Tissue_Primary Tumor
PATDXG	01	TARGET	TARGET-30-PATDXG-01A-01D	TARGET-30-PATDXG-01A-01R	NA	NBL, MYCN amplified	NA	PATDXG_01_Solid Tissue_Primary Tumor
PATECM	01	TARGET	TARGET-30-PATECM-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATECM_01_Solid Tissue_Primary Tumor
PATEEE	01	GMKF	BS_WFZG82XZ	BS_XFFQR05Z	NA	NBL, MYCN non-amplified	NA	PATEEE_01_Solid Tissue_Primary Tumor
PATEKG	01	TARGET	TARGET-30-PATEKG-01A-01D	TARGET-30-PATEKG-01A-01R	NA	NBL, MYCN non-amplified	NA	PATEKG_01_Solid Tissue_Primary Tumor
PATEPF	01	TARGET	TARGET-30-PATEPF-01A-01D	TARGET-30-PATEPF-01A-01R	TARGET-30-PATEPF-01A-01D.M	NBL, MYCN non-amplified	NA	PATEPF_01_Solid Tissue_Primary Tumor
PATESI	01	TARGET	TARGET-30-PATESI-01A-01D	TARGET-30-PATESI-01A-01R	TARGET-30-PATESI-01A-01D.M	NBL, MYCN amplified	NA	PATESI_01_Solid Tissue_Primary Tumor
PATETW	01	GMKF	BS_K5DHTP34	BS_3GRJH3PS	NA	NBL, MYCN non-amplified	NA	PATETW_01_Solid Tissue_Primary Tumor
PATEUC	01	TARGET	TARGET-30-PATEUC-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATEUC_01_Solid Tissue_Primary Tumor
PATEWM	01	TARGET	TARGET-30-PATEWM-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATEWM_01_Solid Tissue_Primary Tumor
PATFCY	01	TARGET	TARGET-30-PATFCY-01A-01D	TARGET-30-PATFCY-01A-01R	TARGET-30-PATFCY-01A-01D.M	NBL, MYCN non-amplified	NA	PATFCY_01_Solid Tissue_Primary Tumor
PATFES	01	TARGET	TARGET-30-PATFES-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATFES_01_Solid Tissue_Primary Tumor
PATFIK	01	GMKF	BS_64P50TAP	BS_CZMY8CVE	NA	NBL, MYCN non-amplified	NA	PATFIK_01_Solid Tissue_Primary Tumor
PATFIN	01	TARGET	TARGET-30-PATFIN-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATFIN_01_Solid Tissue_Primary Tumor
PATFMU	01	TARGET	TARGET-30-PATFMU-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATFMU_01_Solid Tissue_Primary Tumor
PATFPK	09	GMKF	BS_2F5KDZ93	NA	NA	NBL, MYCN non-amplified	NA	PATFPK_09_Bone Marrow_Primary Tumor
PATFPS	09	TARGET	TARGET-30-PATFPS-09A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATFPS_09_Bone Marrow_Primary Tumor
PATFTN	01	TARGET	TARGET-30-PATFTN-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATFTN_01_Solid Tissue_Primary Tumor
PATFTR	01	GMKF	BS_XQC9PNZP	BS_GTFHNG3R	NA	NBL, MYCN non-amplified	NA	PATFTR_01_Solid Tissue_Primary Tumor
PATFTR	01	TARGET	TARGET-30-PATFTR-01A-01D	BS_GTFHNG3R	NA	NBL, MYCN non-amplified	NA	PATFTR_01_Solid Tissue_Primary Tumor
PATFTY	01	TARGET	TARGET-30-PATFTY-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATFTY_01_Solid Tissue_Primary Tumor
PATFXV	01	TARGET	TARGET-30-PATFXV-01A-01D	TARGET-30-PATFXV-01A-01R	TARGET-30-PATFXV-01A-01D.M	NBL, MYCN amplified	NA	PATFXV_01_Solid Tissue_Primary Tumor
PATGIW	01	GMKF	BS_VKK21QBZ	BS_JBKQ59CW	NA	NBL, MYCN non-amplified	NA	PATGIW_01_Solid Tissue_Primary Tumor
PATGJU	01	TARGET	NA	TARGET-30-PATGJU-01A-01R	TARGET-30-PATGJU-01A-01D.M	NBL, MYCN non-amplified	NA	PATGJU_01_Solid Tissue_Primary Tumor
PATGLU	01	GMKF	BS_2P6MH05V	TARGET-30-PATGLU-01A-01R	TARGET-30-PATGLU-01A-01D.M	NBL, MYCN non-amplified	NA	PATGLU_01_Solid Tissue_Primary Tumor
PATGLU	01	TARGET	TARGET-30-PATGLU-01A-01D	TARGET-30-PATGLU-01A-01R	TARGET-30-PATGLU-01A-01D.M	NBL, MYCN non-amplified	NA	PATGLU_01_Solid Tissue_Primary Tumor
PATGWT	01	TARGET	TARGET-30-PATGWT-01A-01D	NA	TARGET-30-PATGWT-01A-01D.M	NBL, MYCN amplified	NA	PATGWT_01_Solid Tissue_Primary Tumor
PATGWU	01	TARGET	TARGET-30-PATGWU-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATGWU_01_Solid Tissue_Primary Tumor
PATHJU	09	TARGET	TARGET-30-PATHJU-09A-01D	NA	NA	NBL, MYCN amplified	NA	PATHJU_09_Bone Marrow_Primary Tumor
PATHJZ	01	GMKF	BS_89V49XKJ	NA	NA	NBL, MYCN non-amplified	NA	PATHJZ_01_Solid Tissue_Primary Tumor
PATHJZ	01	TARGET	TARGET-30-PATHJZ-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATHJZ_01_Solid Tissue_Primary Tumor
PATHKB	01	TARGET	NA	TARGET-30-PATHKB-01A-01R	TARGET-30-PATHKB-01A-01D.M	NBL, MYCN non-amplified	NA	PATHKB_01_Solid Tissue_Primary Tumor
PATHUU	01	TARGET	TARGET-30-PATHUU-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATHUU_01_Solid Tissue_Primary Tumor
PATHVK	01	TARGET	TARGET-30-PATHVK-01A-01D	TARGET-30-PATHVK-01A-01R	TARGET-30-PATHVK-01A-01D.M	NBL, MYCN non-amplified	NA	PATHVK_01_Solid Tissue_Primary Tumor
PATHYD	01	GMKF	BS_JXVVZ2S8	NA	NA	NBL, MYCN non-amplified	NA	PATHYD_01_Solid Tissue_Primary Tumor
PATHYK	01	TARGET	TARGET-30-PATHYK-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATHYK_01_Solid Tissue_Primary Tumor
PATIHB	01	TARGET	TARGET-30-PATIHB-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATIHB_01_Solid Tissue_Primary Tumor
PATIIT	01	GMKF	BS_GFN4FETJ	BS_2480EHNY	NA	NBL, MYCN non-amplified	NA	PATIIT_01_Solid Tissue_Primary Tumor
PATILE	01	TARGET	TARGET-30-PATILE-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATILE_01_Solid Tissue_Primary Tumor
PATINJ	01	TARGET	TARGET-30-PATINJ-01A-01D	TARGET-30-PATINJ-01A-01R	NA	NBL, MYCN non-amplified	NA	PATINJ_01_Solid Tissue_Primary Tumor
PATIRK	01	GMKF	BS_WCEHT7D0	BS_NR090DDV	NA	NBL, MYCN non-amplified	NA	PATIRK_01_Solid Tissue_Primary Tumor
PATISU	01	TARGET	TARGET-30-PATISU-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATISU_01_Solid Tissue_Primary Tumor
PATIWH	01	TARGET	TARGET-30-PATIWH-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATIWH_01_Solid Tissue_Primary Tumor
PATIYD	09	TARGET	TARGET-30-PATIYD-09A-01D	NA	NA	NBL, MYCN amplified	NA	PATIYD_09_Bone Marrow_Primary Tumor
PATIYD	09	GMKF	BS_E4V8XN3G	NA	NA	NBL, MYCN amplified	NA	PATIYD_09_Bone Marrow_Primary Tumor
PATIYR	01	GMKF	BS_H915DJY3	NA	NA	NBL, MYCN non-amplified	NA	PATIYR_01_Solid Tissue_Primary Tumor
PATJDG	01	GMKF	BS_JZFMHGNX	BS_ETC8R0TD	NA	NBL, MYCN non-amplified	NA	PATJDG_01_Solid Tissue_Primary Tumor
PATJET	01	TARGET	TARGET-30-PATJET-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATJET_01_Solid Tissue_Primary Tumor
PATJEY	01	TARGET	TARGET-30-PATJEY-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATJEY_01_Solid Tissue_Primary Tumor
PATJGB	01	GMKF	BS_7NXB23C9	NA	NA	NBL, MYCN non-amplified	NA	PATJGB_01_Solid Tissue_Primary Tumor
PATJHU	01	TARGET	TARGET-30-PATJHU-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATJHU_01_Solid Tissue_Primary Tumor
PATJIN	01	TARGET	TARGET-30-PATJIN-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATJIN_01_Solid Tissue_Primary Tumor
PATJIV	01	GMKF	BS_T62SHZA7	NA	NA	NBL, MYCN non-amplified	NA	PATJIV_01_Solid Tissue_Primary Tumor
PATJPI	01	TARGET	TARGET-30-PATJPI-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATJPI_01_Solid Tissue_Primary Tumor
PATJXV	01	TARGET	TARGET-30-PATJXV-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATJXV_01_Solid Tissue_Primary Tumor
PATJZC	01	TARGET	TARGET-30-PATJZC-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATJZC_01_Solid Tissue_Primary Tumor
PATJZF	01	TARGET	TARGET-30-PATJZF-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATJZF_01_Solid Tissue_Primary Tumor
PATKGB	01	GMKF	BS_YK9W04XG	BS_9BYP1GZS	NA	NBL, MYCN non-amplified	NA	PATKGB_01_Solid Tissue_Primary Tumor
PATKGB	01	TARGET	TARGET-30-PATKGB-01A-01D	BS_9BYP1GZS	NA	NBL, MYCN non-amplified	NA	PATKGB_01_Solid Tissue_Primary Tumor
PATKHS	01	TARGET	TARGET-30-PATKHS-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATKHS_01_Solid Tissue_Primary Tumor
PATKPD	01	TARGET	TARGET-30-PATKPD-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATKPD_01_Solid Tissue_Primary Tumor
PATKPD	01	GMKF	BS_4WSW3X49	NA	NA	NBL, MYCN amplified	NA	PATKPD_01_Solid Tissue_Primary Tumor
PATKSX	01	TARGET	TARGET-30-PATKSX-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATKSX_01_Solid Tissue_Primary Tumor
PATLBP	01	GMKF	BS_38SSRZJ1	BS_Y2DSNJ1E	NA	NBL, MYCN non-amplified	NA	PATLBP_01_Solid Tissue_Primary Tumor
PATLCM	01	TARGET	TARGET-30-PATLCM-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATLCM_01_Solid Tissue_Primary Tumor
PATLFF	01	GMKF	BS_WRZATZQF	BS_JFJYEHFM	NA	NBL, MYCN non-amplified	NA	PATLFF_01_Solid Tissue_Primary Tumor
PATLFX	01	GMKF	BS_3AKS23A0	BS_F2F7BXT5	NA	NBL, MYCN non-amplified	NA	PATLFX_01_Solid Tissue_Primary Tumor
PATLKI	01	TARGET	TARGET-30-PATLKI-01A-01D	BS_QJ3XB7XZ	NA	NBL, MYCN non-amplified	NA	PATLKI_01_Solid Tissue_Primary Tumor
PATLKI	01	GMKF	BS_A5AQFAFA	BS_QJ3XB7XZ	NA	NBL, MYCN non-amplified	NA	PATLKI_01_Solid Tissue_Primary Tumor
PATLLI	01	TARGET	TARGET-30-PATLLI-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATLLI_01_Solid Tissue_Primary Tumor
PATLNM	01	TARGET	TARGET-30-PATLNM-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATLNM_01_Solid Tissue_Primary Tumor
PATLSY	01	GMKF	BS_4VKRBRJC	BS_F9ZXCH60	NA	NBL, MYCN non-amplified	NA	PATLSY_01_Solid Tissue_Primary Tumor
PATLUI	01	TARGET	TARGET-30-PATLUI-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATLUI_01_Solid Tissue_Primary Tumor
PATLXP	01	TARGET	TARGET-30-PATLXP-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATLXP_01_Solid Tissue_Primary Tumor
PATMAJ	01	TARGET	TARGET-30-PATMAJ-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATMAJ_01_Solid Tissue_Primary Tumor
PATMAW	01	TARGET	TARGET-30-PATMAW-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATMAW_01_Solid Tissue_Primary Tumor
PATMDE	01	GMKF	BS_BPXHZ3Y0	BS_5W25GMQ1	NA	NBL, MYCN non-amplified	NA	PATMDE_01_Solid Tissue_Primary Tumor
PATMFH	01	GMKF	BS_H7T26DMD	NA	NA	NBL, MYCN non-amplified	NA	PATMFH_01_Solid Tissue_Primary Tumor
PATMFL	01	TARGET	TARGET-30-PATMFL-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATMFL_01_Solid Tissue_Primary Tumor
PATMJV	09	TARGET	TARGET-30-PATMJV-09A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATMJV_09_Bone Marrow_Primary Tumor
PATMPC	01	TARGET	TARGET-30-PATMPC-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATMPC_01_Solid Tissue_Primary Tumor
PATMRZ	01	GMKF	BS_1GQJVG9Q	NA	NA	NBL, MYCN non-amplified	NA	PATMRZ_01_Solid Tissue_Primary Tumor
PATMRZ	01	TARGET	TARGET-30-PATMRZ-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATMRZ_01_Solid Tissue_Primary Tumor
PATMSI	01	TARGET	TARGET-30-PATMSI-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATMSI_01_Solid Tissue_Primary Tumor
PATMSR	01	TARGET	TARGET-30-PATMSR-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATMSR_01_Solid Tissue_Primary Tumor
PATMTX	01	TARGET	TARGET-30-PATMTX-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATMTX_01_Solid Tissue_Primary Tumor
PATMVN	01	GMKF	BS_4J4MVGTR	NA	NA	NBL, MYCN non-amplified	NA	PATMVN_01_Solid Tissue_Primary Tumor
PATMXC	01	TARGET	TARGET-30-PATMXC-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATMXC_01_Solid Tissue_Primary Tumor
PATMZJ	01	GMKF	BS_35DBPYMN	NA	NA	NBL, MYCN amplified	NA	PATMZJ_01_Solid Tissue_Primary Tumor
PATNBK	01	GMKF	BS_SXVVN52M	NA	NA	NBL, MYCN non-amplified	NA	PATNBK_01_Solid Tissue_Primary Tumor
PATNCI	01	TARGET	TARGET-30-PATNCI-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATNCI_01_Solid Tissue_Primary Tumor
PATNEA	01	GMKF	BS_8DB19DYW	NA	NA	NBL, MYCN non-amplified	NA	PATNEA_01_Solid Tissue_Primary Tumor
PATNEA	01	TARGET	TARGET-30-PATNEA-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATNEA_01_Solid Tissue_Primary Tumor
PATNGD	01	TARGET	TARGET-30-PATNGD-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATNGD_01_Solid Tissue_Primary Tumor
PATNKP	02	TARGET	NA	TARGET-30-PATNKP-02A-01R	TARGET-30-PATNKP-02A-01D.M	NBL, MYCN non-amplified	NA	PATNKP_02_Solid Tissue_Recurrence
PATNPW	01	TARGET	TARGET-30-PATNPW-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATNPW_01_Solid Tissue_Primary Tumor
PATNRI	01	TARGET	TARGET-30-PATNRI-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATNRI_01_Solid Tissue_Primary Tumor
PATNRK	09	TARGET	TARGET-30-PATNRK-09A-01D	NA	NA	NBL, MYCN amplified	NA	PATNRK_09_Bone Marrow_Primary Tumor
PATNUK	01	GMKF	BS_NK1FJNRG	BS_XHSRBERM	NA	NBL, MYCN non-amplified	NA	PATNUK_01_Solid Tissue_Primary Tumor
PATNVA	01	GMKF	BS_S4R97RNZ	BS_KYGRX01W	NA	NBL, MYCN non-amplified	NA	PATNVA_01_Solid Tissue_Primary Tumor
PATNWL	01	TARGET	TARGET-30-PATNWL-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATNWL_01_Solid Tissue_Primary Tumor
PATNWM	01	GMKF	BS_R0WH31Q0	BS_HEKMP7BH	NA	NBL, MYCN non-amplified	NA	PATNWM_01_Solid Tissue_Primary Tumor
PATNXJ	01	GMKF	BS_GAA781GQ	BS_MH01GQ2B	NA	NBL, MYCN non-amplified	NA	PATNXJ_01_Solid Tissue_Primary Tumor
PATNXK	01	GMKF	BS_6FA0NNF1	BS_S0SM38BZ	NA	NBL, MYCN non-amplified	NA	PATNXK_01_Solid Tissue_Primary Tumor
PATNXK	01	TARGET	TARGET-30-PATNXK-01A-01D	BS_S0SM38BZ	NA	NBL, MYCN non-amplified	NA	PATNXK_01_Solid Tissue_Primary Tumor
PATNZJ	01	GMKF	BS_4D9SK48F	NA	NA	NBL, MYCN amplified	NA	PATNZJ_01_Solid Tissue_Primary Tumor
PATNZJ	01	TARGET	TARGET-30-PATNZJ-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATNZJ_01_Solid Tissue_Primary Tumor
PATNZR	01	GMKF	BS_P9FWPEYY	NA	NA	NBL, MYCN non-amplified	NA	PATNZR_01_Solid Tissue_Primary Tumor
PATPET	01	TARGET	TARGET-30-PATPET-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATPET_01_Solid Tissue_Primary Tumor
PATPFG	01	GMKF	BS_9PEJSEZG	BS_AYDD070S	NA	NBL, MYCN non-amplified	NA	PATPFG_01_Solid Tissue_Primary Tumor
PATPHR	01	TARGET	TARGET-30-PATPHR-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATPHR_01_Solid Tissue_Primary Tumor
PATPIU	01	GMKF	BS_ZYXTC212	NA	NA	NBL, MYCN non-amplified	NA	PATPIU_01_Solid Tissue_Primary Tumor
PATPJD	09	TARGET	TARGET-30-PATPJD-09A-01D	NA	NA	NBL, MYCN amplified	NA	PATPJD_09_Bone Marrow_Primary Tumor
PATPNR	01	TARGET	TARGET-30-PATPNR-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATPNR_01_Solid Tissue_Primary Tumor
PATPPK	01	TARGET	TARGET-30-PATPPK-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATPPK_01_Solid Tissue_Primary Tumor
PATPPU	01	TARGET	TARGET-30-PATPPU-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATPPU_01_Solid Tissue_Primary Tumor
PATPPY	01	GMKF	BS_T9KJYH7M	BS_8NQWYZHR	NA	NBL, MYCN non-amplified	NA	PATPPY_01_Solid Tissue_Primary Tumor
PATPXF	01	GMKF	BS_EE2YW499	NA	NA	NBL, MYCN non-amplified	NA	PATPXF_01_Solid Tissue_Primary Tumor
PATPXF	01	TARGET	TARGET-30-PATPXF-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATPXF_01_Solid Tissue_Primary Tumor
PATPXJ	01	TARGET	TARGET-30-PATPXJ-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATPXJ_01_Solid Tissue_Primary Tumor
PATPYK	01	TARGET	TARGET-30-PATPYK-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATPYK_01_Solid Tissue_Primary Tumor
PATRHD	01	TARGET	TARGET-30-PATRHD-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATRHD_01_Solid Tissue_Primary Tumor
PATRJG	01	TARGET	TARGET-30-PATRJG-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATRJG_01_Solid Tissue_Primary Tumor
PATRJK	01	TARGET	TARGET-30-PATRJK-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATRJK_01_Solid Tissue_Primary Tumor
PATRMB	01	TARGET	TARGET-30-PATRMB-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATRMB_01_Solid Tissue_Primary Tumor
PATRNL	01	GMKF	BS_CP8741SX	NA	NA	NBL, MYCN non-amplified	NA	PATRNL_01_Solid Tissue_Primary Tumor
PATRUL	01	TARGET	TARGET-30-PATRUL-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATRUL_01_Solid Tissue_Primary Tumor
PATRUX	09	TARGET	TARGET-30-PATRUX-09A-01D	NA	NA	NBL, MYCN amplified	NA	PATRUX_09_Bone Marrow_Primary Tumor
PATRVB	01	GMKF	BS_WSD8PV27	NA	NA	NBL, MYCN amplified	NA	PATRVB_01_Solid Tissue_Primary Tumor
PATRXC	01	TARGET	TARGET-30-PATRXC-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATRXC_01_Solid Tissue_Primary Tumor
PATRZM	01	GMKF	BS_55PH1SAS	NA	NA	NBL, MYCN non-amplified	NA	PATRZM_01_Solid Tissue_Primary Tumor
PATSCT	01	GMKF	BS_BF83XX7P	NA	NA	NBL, MYCN non-amplified	NA	PATSCT_01_Solid Tissue_Primary Tumor
PATSDR	01	TARGET	TARGET-30-PATSDR-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATSDR_01_Solid Tissue_Primary Tumor
PATSEC	09	GMKF	BS_K9P9N35B	NA	NA	NBL, MYCN non-amplified	NA	PATSEC_09_Bone Marrow_Primary Tumor
PATSIJ	01	GMKF	BS_X3AFTRNM	BS_DERH44Z2	NA	NBL, MYCN non-amplified	NA	PATSIJ_01_Solid Tissue_Primary Tumor
PATSJV	01	TARGET	TARGET-30-PATSJV-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATSJV_01_Solid Tissue_Primary Tumor
PATSKE	01	TARGET	TARGET-30-PATSKE-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATSKE_01_Solid Tissue_Primary Tumor
PATSNC	01	GMKF	BS_FXG6F3NN	BS_WKC3GR0D	NA	NBL, MYCN non-amplified	NA	PATSNC_01_Solid Tissue_Primary Tumor
PATSPZ	01	TARGET	TARGET-30-PATSPZ-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATSPZ_01_Solid Tissue_Primary Tumor
PATSRD	01	TARGET	TARGET-30-PATSRD-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATSRD_01_Solid Tissue_Primary Tumor
PATSRY	01	GMKF	BS_K62HBS01	BS_WFCVBVDS	NA	NBL, MYCN non-amplified	NA	PATSRY_01_Solid Tissue_Primary Tumor
PATSSA	01	GMKF	BS_XDH1Y1TQ	NA	NA	NBL, MYCN non-amplified	NA	PATSSA_01_Solid Tissue_Primary Tumor
PATSSA	01	TARGET	TARGET-30-PATSSA-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATSSA_01_Solid Tissue_Primary Tumor
PATSSG	01	GMKF	BS_P69A72G2	NA	NA	NBL, MYCN non-amplified	NA	PATSSG_01_Solid Tissue_Primary Tumor
PATSTU	01	GMKF	BS_255803B6	BS_3D1XTG0K	NA	NBL, MYCN non-amplified	NA	PATSTU_01_Solid Tissue_Primary Tumor
PATSUB	01	GMKF	BS_QZAV7XVF	BS_NN42N0XB	NA	NBL, MYCN non-amplified	NA	PATSUB_01_Solid Tissue_Primary Tumor
PATSUL	01	GMKF	BS_ACDQRWMY	BS_MG1N76FY	NA	NBL, MYCN non-amplified	NA	PATSUL_01_Solid Tissue_Primary Tumor
PATSVA	01	GMKF	BS_CQ40NN4X	NA	NA	NBL, MYCN amplified	NA	PATSVA_01_Solid Tissue_Primary Tumor
PATSXC	01	TARGET	TARGET-30-PATSXC-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATSXC_01_Solid Tissue_Primary Tumor
PATTCU	01	GMKF	BS_NB0ESCXK	NA	NA	NBL, MYCN non-amplified	NA	PATTCU_01_Solid Tissue_Primary Tumor
PATTDY	01	GMKF	BS_HEP8QTNN	NA	NA	NBL, MYCN non-amplified	NA	PATTDY_01_Solid Tissue_Primary Tumor
PATTDY	01	TARGET	TARGET-30-PATTDY-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATTDY_01_Solid Tissue_Primary Tumor
PATTEF	01	TARGET	TARGET-30-PATTEF-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATTEF_01_Solid Tissue_Primary Tumor
PATTFB	01	TARGET	TARGET-30-PATTFB-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATTFB_01_Solid Tissue_Primary Tumor
PATTFS	01	GMKF	BS_WVMWHF4P	NA	NA	NBL, MYCN non-amplified	NA	PATTFS_01_Solid Tissue_Primary Tumor
